,name,city,country,IATA,ICAO,Latitude,Longtitude,Altitude,geometry
6503,Coeur D'Alene - Pappy Boyington Field,Coeur d'Alene,United States,COE,KCOE,47.77429962,-116.8199997,2320,POINT (-116.8199996999999968 47.7742996200000007)
6504,Beaumont Municipal Airport,Beaumont,United States,BMT,KBMT,30.0706996918,-94.21579742430002,32,POINT (-94.2157974243000211 30.0706996918000016)
6505,Vermilion Regional Airport,Danville,United States,DNV,KDNV,40.19919968,-87.59590149,697,POINT (-87.5959014900000028 40.1991996799999995)
6506,Coonabarabran Airport,Coonabarabran,Australia,COJ,YCBB,-31.332500457763672,149.26699829101562,2117,POINT (149.2669982910156250 -31.3325004577636719)
6507,Space Coast Regional Airport,Titusville,United States,TIX,KTIX,28.514799118042,-80.799201965332,34,POINT (-80.7992019653320028 28.5147991180419993)
6508,Bumi Airport,Bumi Hills,Zimbabwe,BZH,FVBM,-16.8169994354,28.3500003815,1650,POINT (28.3500003814999992 -16.8169994353999996)
6510,Bouarfa Airport,Bouarfa,Morocco,UAR,GMFB,32.5143055556,-1.98305555556,3630,POINT (-1.9830555555600000 32.5143055555999965)
6511,Nyeri Airport,NYERI,Kenya,NYE,HKNI,-0.3644140064716339,36.97848510742188,5830,POINT (36.9784851074218821 -0.3644140064716339)
6512,Andrau Airpark,Houston,United States,AAP,KAAP,29.7224998474,-95.5883026123,79,POINT (-95.5883026122999979 29.7224998474000017)
6513,Flying Cloud Airport,Eden Prairie,United States,FCM,KFCM,44.8272018433,-93.4570999146,906,POINT (-93.4570999145999934 44.8272018433000028)
6514,Likoma Island Airport,Likoma Island,Malawi,LIX,FWLK,-12.075833,34.737222,1600,POINT (34.7372220000000027 -12.0758329999999994)
6515,Johnson County Executive Airport,Olathe,United States,OJC,KOJC,38.84759903,-94.73760223,1096,POINT (-94.7376022299999931 38.8475990299999978)
6516,Sigiriya Air Force Base,Sigiriya,Sri Lanka,GIU,VCCS,7.956669807430001,80.7285003662,630,POINT (80.7285003661999951 7.9566698074300009)
6517,Neumünster Airport,Neumuenster,Germany,EUM,EDHN,54.07944488525391,9.941389083862305,72,POINT (9.9413890838623047 54.0794448852539134)
6518,Tak Airport,Tak,Thailand,TKT,VTPT,16.895999908447266,99.25330352783205,478,POINT (99.2533035278320455 16.8959999084472656)
6519,Barrie-Orillia (Lake Simcoe Regional Airport),Barrie-Orillia,Canada,YLK,CYLS,44.4852981567,-79.55560302730001,972,POINT (-79.5556030273000090 44.4852981566999972)
6524,Niagara District Airport,Saint Catherines,Canada,YCM,CYSN,43.19169998168945,-79.17169952392578,321,POINT (-79.1716995239257812 43.1916999816894531)
6528,Parry Sound Area Municipal Airport,Parry Sound,Canada,YPD,CNK4,45.2575,-79.829697,832,POINT (-79.8296969999999959 45.2575000000000003)
6531,Manassas Regional Airport/Harry P. Davis Field,Manassas,United States,MNZ,KHEF,38.72140121,-77.51540375,192,POINT (-77.5154037500000044 38.7214012100000033)
6532,Texas Gulf Coast Regional Airport,Angleton,United States,LJN,KLBX,29.1086006165,-95.462097168,25,POINT (-95.4620971679999997 29.1086006164999986)
6535,Bingöl Çeltiksuyu Airport,Bingol,Turkey,BGG,LTCU,38.8592605591,40.5959625244,3506,POINT (40.5959625244000009 38.8592605591000009)
6536,Kastamonu Airport,Kastamonu,Turkey,KFS,LTAL,41.31420135498047,33.795799255371094,3520,POINT (33.7957992553710938 41.3142013549804688)
6541,Lüliang Airport,Lvliang,China,LLV,ZBLL,37.683333,111.142778,0,POINT (111.1427780000000070 37.6833329999999975)
6542,Daocheng Yading Airport,Daocheng,China,DCY,ZUDC,29.323056,100.053333,14472,POINT (100.0533329999999950 29.3230560000000011)
6543,Gannan Xiahe Airport,Xiahe city,China,GXH,ZLXH,34.8105,102.6447,10510,POINT (102.6447000000000003 34.8104999999999976)
6545,Comiso Airport,Comiso,Italy,CIY,LICB,36.994601,14.607182,623,POINT (14.6071819999999999 36.9946010000000030)
6547,Markovo Airport,Markovo,Russia,KVM,UHMO,64.667,170.417007,0,POINT (170.4170070000000123 64.6670000000000016)
6549,Zyryanka Airport,Zyryanka,Russia,ZKP,UESU,65.7485,150.8889,140,POINT (150.8889000000000067 65.7485000000000070)
6551,Ust-Maya Airport,Ust-Maya,Russia,UMS,UEMU,60.356998443604,134.43499755859,561,POINT (134.4349975585899983 60.3569984436039988)
6552,Aldan Airport,Aldan,Russia,ADH,UEEA,58.60279846191406,125.40899658203124,2241,POINT (125.4089965820312358 58.6027984619140625)
6553,Olyokminsk Airport,Olekminsk,Russia,OLZ,UEMO,60.397499,120.471001,656,POINT (120.4710010000000011 60.3974990000000034)
6556,Xinyuan Nalati Airport,Xinyuan,China,NLT,ZWNL,43.4318,83.3786,3050,POINT (83.3786000000000058 43.4318000000000026)
6557,Port Alsworth Airport,Port alsworth,United States,PTA,PALJ,60.201681,-154.325863,280,POINT (-154.3258629999999982 60.2016810000000007)
6558,Fontaine Airport,Belfort,France,BOR,LFSQ,47.655601501465,7.0108299255371,1208,POINT (7.0108299255370996 47.6556015014650001)
6560,Obock Airport,Obock,Djibouti,OBC,HDOB,11.967000007629396,43.266998291015625,69,POINT (43.2669982910156250 11.9670000076293963)
6561,Tadjoura Airport,Tadjoura,Djibouti,TDJ,HDTJ,11.782999992370604,42.91699981689453,246,POINT (42.9169998168945312 11.7829999923706037)
6562,Santa Cruz del Quiche Airport,Santa Cruz des Quiche,Guatemala,AQB,MGQC,15.012200355529783,-91.15059661865234,6631,POINT (-91.1505966186523438 15.0122003555297834)
6563,Norðfjörður Airport,Nordfjordur,Iceland,NOR,BINF,65.13189697265625,-13.746399879455566,13,POINT (-13.7463998794555664 65.1318969726562500)
6564,Bursa Airport,Bursa,Turkey,BTZ,LTBE,40.23329925537109,29.00919914245605,331,POINT (29.0091991424560511 40.2332992553710866)
6566,Waris Airport,Waris-Papua Island,Indonesia,WAR,WAJR,-3.235,140.994,1500,POINT (140.9939999999999998 -3.2349999999999999)
6567,Newton City-County Airport,Newton,United States,EWK,KEWK,38.0582008362,-97.2744979858,1533,POINT (-97.2744979857999965 38.0582008362000010)
6569,Bairnsdale Airport,Bairnsdale,Australia,BSJ,YBNS,-37.88750076293945,147.5679931640625,165,POINT (147.5679931640625000 -37.8875007629394531)
6570,Taszár Air Base,Columbus,United States,TZR,LHTA,46.39310073852539,17.917499542236328,531,POINT (17.9174995422363281 46.3931007385253906)
6571,Fort Bridger Airport,Fort Bridger,United States,FBR,KFBR,41.3918991089,-110.406997681,7034,POINT (-110.4069976809999929 41.3918991088999988)
6573,Chehalis Centralia Airport,Chehalis,United States,CLS,KCLS,46.6769981384,-122.983001709,176,POINT (-122.9830017090000069 46.6769981384000019)
6575,Evanston-Uinta County Airport-Burns Field,Evanston,United States,EVW,KEVW,41.27479935,-111.0350037,7143,POINT (-111.0350037000000043 41.2747993500000021)
6579,Weedon Field,Eufala,United States,EUF,KEUF,31.9512996674,-85.1288986206,285,POINT (-85.1288986205999976 31.9512996674000007)
6581,Dare County Regional Airport,Manteo,United States,MEO,KMQI,35.91899872,-75.69550323,13,POINT (-75.6955032299999999 35.9189987199999976)
6582,Auburn University Regional Airport,Auburn,United States,AUO,KAUO,32.615101,-85.433998,777,POINT (-85.4339980000000025 32.6151010000000028)
6588,W H 'Bud' Barron Airport,Dublin,United States,DBN,KDBN,32.56439972,-82.98529816,309,POINT (-82.9852981599999993 32.5643997199999973)
6589,Pukarua Airport,Pukarua,French Polynesia,PUK,NTGQ,-18.29560089111328,-137.01699829101562,5,POINT (-137.0169982910156250 -18.2956008911132812)
6593,Corvallis Municipal Airport,Corvallis,United States,CVO,KCVO,44.49720001,-123.2900009,250,POINT (-123.2900008999999955 44.4972000100000002)
6599,Prominent Hill Airport,Prominent Hill,Australia,PXH,YPMH,-29.716,135.5244,745,POINT (135.5244000000000142 -29.7160000000000011)
6600,Cowra Airport,Chatsworth,Australia,CWT,YCWR,-33.84469985961914,148.6490020751953,966,POINT (148.6490020751953125 -33.8446998596191406)
6602,Ogden Hinckley Airport,Ogden,United States,OGD,KOGD,41.195899963379,-112.0120010376,4473,POINT (-112.0120010376000010 41.1958999633789986)
6605,Colorado Plains Regional Airport,Akron,United States,AKO,KAKO,40.1755981445,-103.222000122,4714,POINT (-103.2220001219999972 40.1755981445000003)
6606,Sanderson Field,Shelton,United States,SHN,KSHN,47.233600616455,-123.14800262451,273,POINT (-123.1480026245099992 47.2336006164550000)
6607,Napakiak Airport,Napakiak,United States,WNA,PANA,60.69029998779297,-161.97900390625,17,POINT (-161.9790039062500000 60.6902999877929688)
6608,Napaskiak Airport,Napaskiak,United States,PKA,PAPK,60.70289993,-161.7779999,24,POINT (-161.7779998999999975 60.7028999300000009)
6610,Bedwell Harbour Seaplane Base,Bedwell Harbour,Canada,YBW,CAB3,48.75,-123.233001709,0,POINT (-123.2330017090000069 48.7500000000000000)
6611,Washabo Airport,Washabo,Suriname,WSO,SMWS,5.215277,-57.185302,68,POINT (-57.1853020000000001 5.2152770000000004)
6614,Abaco I Walker C Airport,Walker's Cay,Bahamas,WKR,MYAW,27.266700744628903,-78.39969635009766,10,POINT (-78.3996963500976562 27.2667007446289027)
6616,Bartica A Airport,Bartica,Guyana,GFO,SYBT,6.358864,-58.655207,3,POINT (-58.6552069999999972 6.3588639999999996)
6617,Doylestown Airport,Doylestown,United States,DYL,KDYL,40.3330001831,-75.1222991943,394,POINT (-75.1222991942999982 40.3330001830999976)
6619,Tingo Maria Airport,Tingo Maria,Peru,TGI,SPGM,-9.133000373840332,-75.94999694824219,2010,POINT (-75.9499969482421875 -9.1330003738403320)
6620,Plínio Alarcom Airport,Tres Lagoas,Brazil,TJL,SSTL,-20.754199981689,-51.684200286865,1050,POINT (-51.6842002868649999 -20.7541999816889984)
6621,Zhangye Ganzhou Airport,Zhangye,China,YZY,ZLZY,38.8018989563,100.675003052,5280,POINT (100.6750030519999939 38.8018989563000005)
6622,Cacoal Airport,Cacoal,Brazil,OAL,SSKW,-11.496,-61.4508,778,POINT (-61.4508000000000010 -11.4960000000000004)
6623,Warren Field,Washington,United States,OCW,KOCW,35.570499420166,-77.049797058105,38,POINT (-77.0497970581049998 35.5704994201660014)
6625,Mocopulli Airport,Castro,Chile,MHC,SCPQ,-42.340388,-73.715693,528,POINT (-73.7156930000000017 -42.3403879999999972)
6626,Stillwater Regional Airport,Stillwater,United States,SWO,KSWO,36.161201477051,-97.08570098877,1000,POINT (-97.0857009887700002 36.1612014770510015)
6627,Okmulgee Regional Airport,Okmulgee,United States,OKM,KOKM,35.668098449707,-95.948699951172,720,POINT (-95.9486999511720029 35.6680984497070028)
6628,Cushing Municipal Airport,Cushing,United States,CUH,KCUH,35.9499015808,-96.7731018066,916,POINT (-96.7731018065999962 35.9499015808000024)
6629,Clinton Sherman Airport,Clinton,United States,CSM,KCSM,35.3398017883,-99.2005004883,1922,POINT (-99.2005004882999941 35.3398017883000009)
6630,Strother Field,Winfield,United States,WLD,KWLD,37.168598175,-97.0375976562,1160,POINT (-97.0375976562000062 37.1685981749999996)
6631,Wiley Post Airport,Oklahoma City,United States,PWA,KPWA,35.53419876,-97.64710236,1300,POINT (-97.6471023600000052 35.5341987600000024)
6632,Shreveport Downtown Airport,Shreveport,United States,DTN,KDTN,32.5401992798,-93.7450027466,179,POINT (-93.7450027465999938 32.5401992797999995)
6633,Stephenville Clark Regional Airport,Stephenville,United States,SEP,KSEP,32.215301513672,-98.177696228027,1321,POINT (-98.1776962280270027 32.2153015136720029)
6636,Ada Regional Airport,Ada,United States,ADT,KADH,34.804298,-96.671303,1016,POINT (-96.6713029999999947 34.8042980000000028)
6643,Iraan Municipal Airport,Iraan,United States,IRB,K2F0,30.9057006836,-101.891998291,2200,POINT (-101.8919982909999931 30.9057006835999992)
6645,Elliot Lake Municipal Airport,ELLIOT LAKE,Canada,YEL,CYEL,46.351398468,-82.5614013672,1087,POINT (-82.5614013672000056 46.3513984679999993)
6646,Wilkes County Airport,North Wilkesboro,United States,IKB,KUKF,36.2228012085,-81.09829711910001,1301,POINT (-81.0982971191000104 36.2228012085000017)
6648,Danville Regional Airport,Danville,United States,DAN,KDAN,36.572898864746094,-79.33609771728516,571,POINT (-79.3360977172851562 36.5728988647460938)
6650,Yerbogachen Airport,Yerbogachen,Russia,ERG,UIKE,61.2750015259,108.029998779,400,POINT (108.0299987789999960 61.2750015259000023)
6651,Cheraw Municipal Airport/Lynch Bellinger Field,Cheraw,United States,HCW,KCQW,34.71289825,-79.95700073,239,POINT (-79.9570007300000043 34.7128982500000021)
6654,Beni Mellal Airport,Beni Mellal,Morocco,BEM,GMMD,32.401895,-6.315905,1694,POINT (-6.3159049999999999 32.4018950000000032)
6655,Şırnak Şerafettin Elçi Airport,Cizre,Turkey,NKT,LTCV,37.3647,42.0582,2038,POINT (42.0581999999999994 37.3646999999999991)
6656,Suntar Airport,Suntar,Russia,SUY,UENS,62.185001373291,117.63500213623,452,POINT (117.6350021362299998 62.1850013732910014)
6657,Tazadit Airport,Zouerat,Mauritania,OUZ,GQPZ,22.75639915466309,-12.483599662780762,1129,POINT (-12.4835996627807617 22.7563991546630895)
6658,Asaba International Airport,Asaba,Nigeria,ABB,DNAS,6.204167,6.665278,305,POINT (6.6652779999999998 6.2041670000000000)
6659,Akwa Ibom International Airport,Uyo,Nigeria,QUO,DNAI,4.8725,8.093,170,POINT (8.0930000000000000 4.8724999999999996)
6660,Kasama Airport,Kasama,Zambia,KAA,FLKS,-10.216699600219728,31.13330078125,4541,POINT (31.1333007812500000 -10.2166996002197283)
6663,Songea Airport,Songea,Tanzania,SGX,HTSO,-10.68299961090088,35.58300018310547,3445,POINT (35.5830001831054688 -10.6829996109008807)
6665,Jiuhuashan Airport,Chizhou,China,JUH,ZSJH,30.7403,117.6856,60,POINT (117.6855999999999938 30.7403000000000013)
6666,Anshan Air Base,Anshan,China,AOG,ZYAS,41.105301,122.853996,0,POINT (122.8539959999999951 41.1053009999999972)
6667,Saertu Airport,Daqing,China,DQA,ZYDQ,46.7463888889,125.140555556,496,POINT (125.1405555559999954 46.7463888889000003)
6668,Zunyi Xinzhou Airport,Zunyi,China,ZYI,ZUZY,27.5895,107.0007,2920,POINT (107.0006999999999948 27.5895000000000010)
6670,Lindu Airport,Yinchun,China,LDS,ZYLD,47.7520555556,129.019125,791,POINT (129.0191250000000025 47.7520555556000019)
6671,Anshun Huangguoshu Airport,Anshun,China,AVA,ZUAS,26.2605555556,105.873333333,4812,POINT (105.8733333330000050 26.2605555555999999)
6672,Sikasso Airport,Sikasso,Mali,KSS,GASK,11.333000183105469,-5.699999809265137,1378,POINT (-5.6999998092651367 11.3330001831054688)
6673,Toowoomba Wellcamp Airport,Toowoomba,Australia,WTB,YBWW,-27.558332,151.793335,1509,POINT (151.7933350000000132 -27.5583320000000001)
6674,Tonghua Sanyuanpu Airport,Tonghua,China,TNH,ZYTN,42.2538888889,125.703333333,1200,POINT (125.7033333330000033 42.2538888889000006)
6675,Suzhou Guangfu Airport,Suzhou,China,SZV,ZSSZ,31.2631,120.401001,0,POINT (120.4010009999999937 31.2631000000000014)
6682,Mulia Airport,Mulia,Indonesia,LII,WAJM,-3.7018,137.957,6527,POINT (137.9569999999999936 -3.7018000000000000)
6683,Stenkol Airport,Bintuni,Indonesia,NTI,WASB,-2.1033,133.5164,57,POINT (133.5164000000000044 -2.1032999999999999)
6684,Wasior Airport,Wasior,Indonesia,WSR,WASW,-2.721,134.5061,49,POINT (134.5061000000000035 -2.7210000000000001)
6685,Silangit Airport,Siborong-Borong,Indonesia,DTB,WIMN,2.25973,98.991898,4700,POINT (98.9918980000000062 2.2597299999999998)
6687,Seunagan Airport,Nagan Raya,Indonesia,MEQ,WITC,4.25,96.21700286865234,10,POINT (96.2170028686523438 4.2500000000000000)
6688,Betoambari Airport,Bau-Bau,Indonesia,BUW,WAWB,-5.486879825592041,122.56900024414062,164,POINT (122.5690002441406250 -5.4868798255920410)
6689,Kao Airport,Kao,Indonesia,KAZ,WAMK,1.1852799654006958,127.89600372314452,27,POINT (127.8960037231445170 1.1852799654006958)
6690,Melangguane Airport,Melonguane,Indonesia,MNA,WAMN,4.00694,126.672997,3,POINT (126.6729969999999952 4.0069400000000002)
6691,Sanggata/Sangkimah Airport,Sanggata,Indonesia,SGQ,WRLA,0.3847,117.543,60,POINT (117.5430000000000064 0.3847000000000000)
6692,Muara Bungo Airport,Muara Bungo,Indonesia,BUU,WIPI,-1.1278,102.135,214,POINT (102.1350000000000051 -1.1277999999999999)
6694,Illaga Airport,Illaga,Indonesia,ILA,WABL,-3.97648,137.6225,7989,POINT (137.6225000000000023 -3.9764800000000000)
6695,Oksibil Airport,Oksibil,Indonesia,OKL,WAJO,-4.9071,140.6277,4315,POINT (140.6277000000000044 -4.9070999999999998)
6696,Kokonau Airport,Kokonau,Indonesia,KOX,WABN,-4.71075,136.43515,59,POINT (136.4351499999999930 -4.7107500000000000)
6697,Clermont Airport,Clermont,Australia,CMQ,YCMT,-22.773099899291992,147.62100219726562,908,POINT (147.6210021972656250 -22.7730998992919922)
6698,Warrnambool Airport,Warrnambool,Australia,WMB,YWBL,-38.2952995300293,142.44700622558594,242,POINT (142.4470062255859375 -38.2952995300292969)
6699,Richmond Airport,Richmond,Australia,RCM,YRMD,-20.70190048217773,143.11500549316406,676,POINT (143.1150054931640625 -20.7019004821777308)
6700,RAAF Base Curtin,Derby,Australia,DCN,YCIN,-17.5813999176,123.82800293,300,POINT (123.8280029299999967 -17.5813999175999989)
6701,Kualanamu International Airport,Medan,Indonesia,KNO,WIMM,3.642222,98.885278,23,POINT (98.8852779999999996 3.6422219999999998)
6702,Gratiot Community Airport,Kamloops,Canada,AMN,KAMN,43.322101593,-84.68800354,754,POINT (-84.6880035399999969 43.3221015929999993)
6704,Seosan Air Base,Seosan,South Korea,HMY,RKTP,36.703999,126.486,39,POINT (126.4860000000000042 36.7039990000000032)
6707,San Gabriel Valley Airport,El Monte,United States,EMT,KEMT,34.086102,-118.035004,296,POINT (-118.0350040000000007 34.0861019999999968)
6708,Farah Airport,Farah,Afghanistan,FAH,OAFR,32.367000579833984,62.18299865722656,3083,POINT (62.1829986572265625 32.3670005798339844)
6709,Pasighat Airport,Pasighat,India,IXT,VEPG,28.06609916687012,95.33560180664062,477,POINT (95.3356018066406250 28.0660991668701207)
6711,Kramatorsk Airport,Kramatorsk,Ukraine,KRQ,UKCK,48.70560073852539,37.62889862060547,646,POINT (37.6288986206054688 48.7056007385253906)
6712,Kautokeino Air Base,Kautokeino,Norway,QKX,ENKA,69.04029846191406,23.03400039672852,1165,POINT (23.0340003967285192 69.0402984619140625)
6715,Stinson Municipal Airport,Stinson,United States,SSF,KSSF,29.336999893188,-98.471099853516,577,POINT (-98.4710998535159945 29.3369998931880005)
6717,Jasper County Airport-Bell Field,Jasper,United States,JAS,KJAS,30.88570023,-94.03489685,213,POINT (-94.0348968499999955 30.8857002300000012)
6719,Marfa Municipal Airport,Marfa,United States,MRF,KMRF,30.371099,-104.017997,4849,POINT (-104.0179969999999940 30.3710990000000010)
6720,Alpine Casparis Municipal Airport,Alpine,United States,ALE,KE38,30.3841991425,-103.683998108,4515,POINT (-103.6839981079999973 30.3841991425000018)
6721,Bubaque Airport,Bubaque,Guinea-Bissau,BQE,GGBU,11.297355651855469,-15.838079452514648,0,POINT (-15.8380794525146484 11.2973556518554688)
6722,Chichen Itza International Airport,Chichen Itza,Mexico,CZA,MMCT,20.6413002014,-88.4461975098,102,POINT (-88.4461975098000011 20.6413002014000000)
6723,Bunbury Airport,Bunbury,Australia,BUY,YBUN,-33.378299713134766,115.677001953125,53,POINT (115.6770019531250000 -33.3782997131347656)
6724,Cable Airport,Upland,United States,CCB,KCCB,34.1115989685,-117.68800354,1444,POINT (-117.6880035399999969 34.1115989684999974)
6726,Elkhart Municipal Airport,Elkhart,United States,EKI,KEKM,41.7193984985,-86.00319671630001,778,POINT (-86.0031967163000104 41.7193984984999986)
6728,Jim Hamilton L.B. Owens Airport,Columbia,United States,CUB,KCUB,33.970500946,-80.9952011108,193,POINT (-80.9952011107999965 33.9705009460000014)
6731,Donaldson Field Airport,Greenville,United States,GDC,KGYH,34.758301,-82.376404,955,POINT (-82.3764039999999937 34.7583010000000030)
6733,Hartsville Regional Airport,Hartsville,United States,HVS,KHVS,34.4030990601,-80.11920166019999,364,POINT (-80.1192016601999910 34.4030990600999971)
6735,San Cristobal de las Casas Airport,San Cristobal de las Casas,Mexico,SZT,MMSC,16.690299987793,-92.530097961426,7707,POINT (-92.5300979614259944 16.6902999877930007)
6736,Dunnville Airport,Dunnville,Canada,DU9,CDU9,42.8722000122,-79.5958023071,600,POINT (-79.5958023071000014 42.8722000121999969)
6741,Scarlett Martinez International Airport,Rio Hato,Panama,RIH,MPRH,8.375880241394,-80.127899169922,105,POINT (-80.1278991699220029 8.3758802413940003)
6743,Leesburg International Airport,Leesburg,United States,LEE,KLEE,28.82309914,-81.80870056,76,POINT (-81.8087005600000055 28.8230991400000001)
6747,Pouso Alegre Airport,Pouso Alegre,Brazil,PPY,SNZA,-22.28919982910156,-45.91910171508789,2904,POINT (-45.9191017150878906 -22.2891998291015589)
6748,Brigadeiro Cabral Airport,Divinopolis,Brazil,DIQ,SNDV,-20.180700302124,-44.870899200439,2608,POINT (-44.8708992004389984 -20.1807003021239986)
6749,Yeysk Airport,Eysk,Russia,EIK,URKE,46.68,38.21,60,POINT (38.2100000000000009 46.6799999999999997)
6750,Berdyansk Airport,Berdyansk,Ukraine,ERD,UKDB,46.81499862670898,36.75809860229492,171,POINT (36.7580986022949219 46.8149986267089773)
6751,Blimbingsari Airport,Banyuwangi,Indonesia,BWX,WARB,-8.31015,114.3401,112,POINT (114.3401000000000067 -8.3101500000000001)
6752,Erenhot Saiwusu International Airport,Erenhot,China,ERL,ZBER,43.4225,112.096667,3301,POINT (112.0966669999999965 43.4224999999999994)
6754,Chino Airport,Chino,United States,CNO,KCNO,33.97470093,-117.637001,650,POINT (-117.6370009999999979 33.9747009299999974)
6758,Hateruma Airport,Taketomi,Japan,HTR,RORH,24.0589008331,123.805999756,43,POINT (123.8059997560000056 24.0589008331000009)
